cohort,standardized_dimension,standardized_label,count,bins
people,gaze_direction,down,10,3
people,gaze_direction,left,2,3
people,gaze_direction,up,5,3
people,gender_presentation,female,46,1
people,hair_color,black,12,3
people,hair_color,brown,34,3
people,hair_color,pink,1,3
people,hair_present,yes,37,1
people,hair_style,bun,18,7
people,hair_style,curly,2,7
people,hair_style,long,16,7
people,hair_style,ponytail,8,7
people,hair_style,straight,7,7
people,hair_style,updo,2,7
people,hair_style,wavy,8,7
people,head_covering_present,no,35,1
people,pose,standing,1,2
people,pose,standing,3,2
people,pose,standing,3,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,5,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,2,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,5,2
people,pose,standing,1,2
people,pose,standing,2,2
people,pose,standing,9,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,leaning,3,2
people,pose,leaning,1,2
people,pose,leaning,5,2
people,pose,leaning,2,2
people,pose,standing,1,2
people,pose,standing,27,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,leaning,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,3,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,3,2
people,pose,standing,1,2
people,pose,leaning,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,1,2
people,pose,standing,8,2
people,pose,standing,1,2
people,pose,standing,2,2
people,pose,standing,2,2
people,pose,standing,1,2
people,pose,standing,8,2
people,pose,standing,5,2
people,pose,standing,8,2
people,skin_tone,light,32,2
people,skin_tone,medium,17,2
