cohort,standardized_dimension,standardized_label,count,bins
people,clothing_garment,boots,2,10
people,clothing_garment,hat,1,10
people,clothing_garment,jeans,2,10
people,clothing_garment,overalls,14,10
people,clothing_garment,shirt,17,10
people,clothing_garment,suspenders,4,10
people,clothing_garment,trousers,4,10
people,clothing_garment,work boots,1,10
people,eyewear_present,no,26,2
people,eyewear_present,yes,18,2
people,eyewear_type,eyeglasses,2,5
people,eyewear_type,reading glasses,4,5
people,eyewear_type,rectangular,4,5
people,eyewear_type,rectangular metal rimmed,1,5
people,eyewear_type,rectangular reading glasses,1,5
people,hair_color,black,14,4
people,hair_color,gray,24,4
people,hair_color,tomato reddish,1,4
people,hair_color,white,10,4
people,facial_hair_present,no,5,2
people,facial_hair_present,yes,30,2
people,facial_hair_style,beard,10,7
people,facial_hair_style,full beard,2,7
people,facial_hair_style,moustache,12,7
people,facial_hair_style,short beard,2,7
people,facial_hair_style,sideburns,2,7
people,facial_hair_style,stubbled,6,7
people,facial_hair_style,trimmed,2,7
people,gaze_direction,center,1,5
people,gaze_direction,down,20,5
people,gaze_direction,left,2,5
people,gaze_direction,right,1,5
people,gaze_direction,up,11,5
people,gender_presentation,male,59,1
people,hair_color,black,19,4
people,hair_color,gray,38,4
people,hair_color,white,6,4
people,hair_present,yes,39,1
people,hair_style,shaved,1,2
people,hair_style,short,37,2
people,head_covering_type,beige,9,31
people,head_covering_type,black,6,31
people,head_covering_type,black coverings,3,31
people,head_covering_type,brown,2,31
people,head_covering_type,dark gray,1,31
people,head_covering_type,dark violet,1,31
people,head_covering_type,darkblue,1,31
people,head_covering_type,darkviolet,4,31
people,head_covering_type,gray,2,31
people,head_covering_type,green,2,31
people,head_covering_type,lightyellow,2,31
people,head_covering_type,olive drab,2,31
people,head_covering_type,pale green,1,31
people,head_covering_type,tan,9,31
people,head_covering_type,tan coverings,3,31
people,head_covering_type,tomato,7,31
people,head_covering_type,tomato reddish,1,31
people,head_covering_type,yellow,3,31
people,head_covering_present,no,2,2
people,head_covering_present,yes,47,2
people,head_covering_type,baseball cap,1,31
people,head_covering_type,cowboy hat,1,31
people,head_covering_type,fedora,1,31
people,head_covering_type,felt hat,1,31
people,head_covering_type,flat cap,1,31
people,head_covering_type,generic hat,1,31
people,head_covering_type,straw hat,7,31
people,head_covering_type,straw hat merged variants,18,31
people,head_covering_type,straw hat normalized variants,6,31
people,head_covering_type,wide brim woven hat,1,31
people,head_covering_type,wide brimmed hat unspecified,1,31
people,head_covering_type,wide brimmed straw hat,1,31
people,head_covering_type,wide brimmed sunhat,3,31
people,pose,standing,1,4
people,pose,leaning,2,4
people,pose,standing,1,4
people,pose,leaning,5,4
people,pose,leaning,1,4
people,pose,leaning,1,4
people,pose,standing,1,4
people,pose,leaning,4,4
people,pose,standing,1,4
people,pose,leaning,1,4
people,pose,leaning,7,4
people,pose,leaning,1,4
people,pose,leaning,1,4
people,pose,standing,1,4
people,pose,standing,2,4
people,pose,laying,3,4
people,pose,standing,7,4
people,pose,seated,9,4
people,pose,leaning,6,4
people,pose,standing,2,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,standing,7,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,standing,4,4
people,pose,standing,10,4
people,pose,standing,2,4
people,pose,standing,4,4
people,pose,standing,4,4
people,pose,standing,1,4
people,pose,standing,4,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,standing,1,4
people,pose,leaning,2,4
people,pose,standing,2,4
people,pose,standing,1,4
people,pose,standing,9,4
people,pose,standing,3,4
people,skin_tone,light,35,2
people,skin_tone,medium,13,2
